id;NameAr;nameEn;cityId;neCoordinates;swCoordinates;;
28;المنهل;al manhal;15; '18.23004686;42.52403780';; 
29;النصب;an nasb;15; '18.22519281;42.51503934';; 
30;وسط المدينة;down town;15; '18.22160324;42.50440063';; 
31;النزهة;an nuzhah;15; '18.21795259;42.51796121';; 
32;ذرة;dhurah;15; '18.21188547;42.51561144';; 
33;شمسان;shamsan;15; '18.23369174;42.51678644';; 
34;القرى;al qura;15; '18.25426556;42.50240189';; 
35;الوردتين;al wardatain;15; '18.23223460;42.50244385';; 
36;الربوة;ar rabwah;15; '18.21889858;42.53696128';; 
37;النسيم;an nasim;15; '18.21328719;42.55222321';; 
38;الاندلس;al andalus;15; '18.21984653;42.52349232';; 
39;ابهاء الجديدة;abha al jadidah;15; '18.22786508;42.49171731';; 
40;الضباب;ad dabab;15; '18.20407583;42.52206092';; 
41;الوصايف;al wasaif;15; '18.24023777;42.49267103';; 
42;الشرفية;ash sharafiyah;15; '18.25546378;42.53665120';; 
43;العزيزية;al aziziyah;15; '18.21376418;42.50393142';; 
44;الشفاء;ash shifa;15; '18.21260073;42.50596451';; 
45;المفتاحة;al muftahah;15; '18.21491241;42.49972401';; 
46;السروات;as sarawat;15; '18.20693414;42.50100091';; 
47;المروج;al muruj;15; '18.23604134;42.57499211';; 
48;السد;as sad;15; '18.22107497;42.49938834';; 
49;الخشع;al khasha;15; '18.21655457;42.51094253';; 
50;القابل;al qabil;15; '18.22738621;42.50091421';; 
51;الفيصلية;al faisaliyah;15; '18.22543889;42.49784728';; 
52;الخالدية;al khalidiyah;15; '18.23523113;42.49009621';; 
53;العرين;al arin;15; '18.24751582;42.56464345';; 
56;الواحة;al wahah;62; '18.33987171;42.70444914';; 
57;السد;as sad;62; '18.29952460;42.72643129';; 
58;الجزيرة;al jazirah;62; '18.31792436;42.73113704';; 
59;طيب الاسم;tayib al ism;62; '18.32607417;42.71145594';; 
60;الزهور;az zuhur;62; '18.30215695;42.74100924';; 
61;الروضة;ar rawdah;62; '18.30123611;42.73089355';; 
62;المنتزه;al muntazah;62; '18.30641215;42.72705845';; 
63;الخالدية;al khalidiyah;65; '18.17614207;42.83898959';; 
64;ضمك;damak;62; '18.29297364;42.73317567';; 
65;الخزان;al khazan;62; '18.30006296;42.72779494';; 
66;الخالدية;al khalidiyah;62; '18.30605430;42.73118007';; 
67;الزيتون;az zaytun;65; '18.18695201;42.86194707';; 
68;العزيزية;al aziziyah;65; '18.18438471;42.82908453';; 
69;السلامة;as salamah;65; '18.20681091;42.84041054';; 
70;النهضة;an nahdah;65; '18.19186073;42.85443983';; 
71;وسط البلد;down town;65; '18.18315024;42.84775223';; 
72;الورود;al wurud;65; '18.17549833;42.86147182';; 
73;الزهور;az zuhur;65; '18.15642543;42.84872286';; 
74;الفتح;al fath;62; '18.33153475;42.74539809';; 
75;النهضة;an nahdah;62; '18.33139046;42.74976572';; 
76;شباعة;shubaah;62; '18.32408259;42.73589064';; 
77;المعزاب;al mizab;62; '18.31804878;42.71922948';; 
78;المثناة;al mathnah;62; '18.30142748;42.73766876';; 
79;المعمورة;al mamurah;62; '18.33146905;42.73436825';; 
80;النسيم;an nasim;62; '18.29988978;42.76887762';; 
81;شكر;shakar;62; '18.29404393;42.75630701';; 
82;النزهة;an nuzhah;62; '18.28362965;42.74391726';; 
83;عتود;atud;62; '18.30694131;42.71871622';; 
84;ال هميلة;al humaylah;62; '18.31016362;42.72111537';; 
85;العرق الجنوبي;al irq al janubi;62; '18.30710068;42.73916882';; 
86;الصقور;as suqur;62; '18.30687452;42.76946754';; 
87;البوادي;al bawadi;62; '18.30711104;42.76029774';; 
88;النخيل;an nakhil;62; '18.30430364;42.75337602';; 
89;ام سرور;umm surur;62; '18.30311339;42.74779204';; 
90;الشرفية;ash sharafiyah;62; '18.30718571;42.75233606';; 
91;صفوان;safwan;65; '18.21829096;42.82788902';; 
92;الصالحية;as salhiyah;65; '18.22257420;42.84815258';; 
93;المصيف;al masif;65; '18.21751882;42.83635329';; 
94;الخليج;al khalij;65; '18.19486033;42.82682344';; 
95;الربيع;ar rabi;62; '18.32310056;42.69661234';; 
96;قمبر;qambar;62; '18.31214174;42.72986417';; 
97;السلام;as salam;62; '18.30937812;42.73038211';; 
98;العرق الشمالي;al irq ash shamali;62; '18.31617385;42.73796869';; 
99;الدوحة;ad dawhah;62; '18.31633430;42.74595530';; 
100;العزيزية;al aziziyah;62; '18.31969522;42.75836879';; 
101;القافلة;al qafilah;62; '18.32443819;42.70141187';; 
102;القلعة;al qalah;17; '16.89138649;42.56374641';; 
103;الاراك;al arak;17; '16.88175149;42.65181040';; 
105;الصفا;as safa;17; '16.89120374;42.58722028';; 
106;السويس;as suways;17; '16.88303310;42.62387174';; 
107;البشائر;al bashair;17; '16.87845809;42.63866682';; 
108;المطار;airport;17; '16.91861106;42.59993054';; 
109;الروابي;ar rawabi;17; '16.97248220;42.61433201';; 
110;الزهور;az zuhur;17; '16.94625594;42.65585219';; 
111;الشاطئ;ash shati;17; '16.97188807;42.56807553';; 
112;الروضة;ar rawdah;17; '16.93036696;42.61301413';; 
113;الشامية;ash shamiyah;17; '16.89855021;42.55155194';; 
114;المنطقة الصناعية;industrial area;17; '16.87915626;42.64984303';; 
115;النور;an nur;17; '16.96583035;42.65582085';; 
116;النسيم;an nasim;17; '16.91976823;42.61052162';; 
117;الجبل;al jabal;17; '16.89752405;42.55792355';; 
118;المروج ب;al muruj b;1; '28.42449377;36.57774787';; 
119;السعادة;as saadah;1; '28.39430982;36.55734138';; 
120;الصناعية;as sinaiyah;1; '28.38680738;36.55047083';; 
121;المنشية القديمة;al munshiyah al qadimah;1; '28.38416892;36.56848513';; 
122;المنشية الجديدة;al munshiyah al jadidah;1; '28.38374027;36.57346780';; 
123;مخطط الراجحي;ar rajihi subdivision;1; '28.42806715;36.54374552';; 
124;القادسية;al qadisiyah;1; '28.45721944;36.52907799';; 
125;العوايشة;al awayshah;1; '28.38947789;36.56682006';; 
126;رحيل;rahil;1; '28.38253965;36.55987363';; 
127;الصالحية;as salhiyah;1; '28.40848550;36.55835793';; 
128;مخطط الرابية;ar rabiyah subdivision;1; '28.47865145;36.56980882';; 
129;الروضة;ar rawdah;1; '28.41879643;36.53842871';; 
130;المصيف;al masif;1; '28.46541316;36.55839098';; 
132;العزيزية الجديدة;al aziziyah al jadidah;1; '28.38936796;36.58096090';; 
133;النهضة;an nahdah;1; '28.40462984;36.54775118';; 
134;كريم;karim;1; '28.37726135;36.55139849';; 
135;ابو سبعة;abu sabah;1; '28.36807237;36.54460651';; 
136;الرويعيات;ar ruwayiyat;1; '28.36569409;36.55153401';; 
137;الشيخ;ash shaikh;1; '28.37465810;36.56052012';; 
138;البساتين;al basatin;1; '28.37351034;36.56295567';; 
139;الفيصلية الشمالية;al faisaliyah ash shamaliyah;1; '28.41120660;36.56155035';; 
140;العزيزية القديمة;al aziziyah al qadimah;1; '28.40112005;36.57540625';; 
141;الورود;al wurud;1; '28.42150716;36.58928011';; 
142;المروج;al muruj;1; '28.42808966;36.59853370';; 
143;المهرجان;al mahrajan;1; '28.41021256;36.57976651';; 
144;السلمان;as salman;1; '28.39314082;36.58446563';; 
145;الفيصلية الجنوبية;al faisaliyah al janubiyah;1; '28.39689407;36.58743174';; 
146;العليا;al ulaya;1; '28.39181206;36.59503726';; 
147;الخالدية;al khalidiyah;1; '28.37921669;36.56861973';; 
148;المنتزه;al muntazah;1; '28.37445871;36.56553046';; 
149;الهضيبة;al hudaybah;1; '28.38038912;36.58307489';; 
150;السلام;as salam;1; '28.42971978;36.63809810';; 
151;سلطانة;sultanah;1; '28.41219990;36.59940221';; 
153;منطقة العسكرية;military area;1; '28.37343780;36.66150313';; 
154;مطار;airport;1; '28.39069231;36.67713769';; 
155;السليمانية;as sulimaniyah;1; '28.41297276;36.58353435';; 
217;اجا;aja;10; '27.57158345;41.70587400';; 
218;العزيزية;al aziziyah;10; '27.54066874;41.69880043';; 
219;المزعبر;al muzaabar;10; '27.53648482;41.72582298';; 
220;برزان;barzan;10; '27.52845433;41.70946180';; 
221;المحطة;al mahattah;10; '27.52373717;41.69912508';; 
222;سماح;samah;10; '27.52351933;41.70291724';; 
223;لبدة;labdah;10; '27.52329821;41.71801128';; 
224;الزبارة;az zibarah;10; '27.51666027;41.71650470';; 
225;ام العراد;umm al arad;5; '21.26513014;40.41258123';; 
226;شهار;shihar;5; '21.25979644;40.41998422';; 
227;السمراء;as samra;10; '27.51261134;41.73445893';; 
228;المنطقة الصناعية;industrial area;10; '27.50611126;41.79860177';; 
229;الزهراء;az zahra;10; '27.56803985;41.73037337';; 
230;الخزامى;al khuzama;10; '27.59663890;41.73651095';; 
231;مغيضة;mughaydah;10; '27.53308072;41.73015682';; 
232;حدري البلاد;hadri al bilad;10; '27.56308079;41.80871127';; 
233;الخريمي;al khuraymi;10; '27.53627107;41.80593159';; 
234;السويفلة;as suwayfilah;10; '27.62039268;41.81707390';; 
236;البدنة;al badnah;10; '27.47419972;41.73826345';; 
237;العزيزية;al aziziyah;5; '21.28384608;40.41497254';; 
238;عودة;awdah;5; '21.26518189;40.41353085';; 
239;السداد;as sadad;5; '21.24732113;40.46954294';; 
240;الوسيطاء;al wusayta;10; '27.52358842;41.68381305';; 
241;صبابة;sababah;10; '27.52987030;41.66010824';; 
242;المطار;airport;10; '27.51029504;41.69952102';; 
243;البحيرة;al buhayrah;10; '27.49991259;41.70717487';; 
246;النقرة;an naqrah;10; '27.49817336;41.69195636';; 
247;الخماشية;al khamashiyah;10; '27.49187854;41.74784806';; 
248;مطار حائل الاقليمي;hail regional airport;10; '27.48028174;41.70213409';; 
249;مطار حائل الاقليمي;hail regional airport;10; '27.43711546;41.68620137';; 
250;السويفلة;as suwayfilah;10; '27.64867142;41.75577701';; 
251;النسية;an nasiyah;10; '27.64917576;41.72745321';; 
252;الشهداء الشمالية;ash shuhada ash shamaliyah;5; '21.27462030;40.43095800';; 
253;حوايا;hawaya;5; '21.26952014;40.41822289';; 
254;الشهداء الجنوبية;ash shuhada al janubiyah;5; '21.26665571;40.43348552';; 
255;المنتزه الغربي;al muntazah al gharbi;10; '27.55533991;41.70385906';; 
256;جبرة;jabrah;5; '21.30383898;40.43727292';; 
257;القطبية;al qutbiyah;5; '21.30135774;40.45085010';; 
258;نخب;nakhb;5; '21.27450204;40.45790718';; 
259;القمرية;al qamariyah;5; '21.28826038;40.43453160';; 
260;المصيف;al masif;10; '27.60213598;41.71090742';; 
261;الريان;ar rayan;5; '21.28973637;40.42949167';; 
262;الشرقية;ash sharqiyah;5; '21.28141585;40.42456350';; 
263;المثناه;al mathnah;5; '21.26870569;40.39968855';; 
264;المنطقة المركزية;central area;5; '21.27704627;40.41335069';; 
265;السلامة;as salamah;5; '21.27401051;40.41175926';; 
266;قروى;qurwa;5; '21.28717399;40.40327651';; 
267;شبرا;shubra;5; '21.28831664;40.42122392';; 
268;الفيصلية;al faisaliyah;5; '21.32007387;40.43523703';; 
269;الخالدية;al khalidiyah;5; '21.29940562;40.40345150';; 
270;العقيق;al aqiq;5; '21.29223966;40.41678333';; 
271;معشي;maashi;5; '21.29293931;40.40461786';; 
272;الوشحاء;al washha;5; '21.26553524;40.47157599';; 
273;النزهة;an nuzhah;5; '21.26184180;40.42928673';; 
274;المنتزه الشرقي;al muntazah ash sharqi;10; '27.55492476;41.73105302';; 
275;اسكان الحرس الوطني;iskan al haras al watani;12; '25.45809290;49.53847913';; 
276;اليحيى;al yahya;12; '25.43614999;49.58363666';; 
277;الشروفية;ash shurufiyah;12; '25.42663300;49.58473989';; 
278;الحزم;al hazm;12; '25.42219204;49.58521220';; 
279;القديمات;al qudaymat;12; '25.41751875;49.59609826';; 
280;العتبان;al utban;12; '25.41739077;49.58804969';; 
281;السياسب;al sayasib;12; '25.41385648;49.58907830';; 
282;القادسية;al qadisiyah;12; '25.41998421;49.57887719';; 
284;مخطط الراجحي;al rajihi subdivision;12; '25.44915544;49.57472404';; 
285;محاسن البلدية;mahasin al baladiyah;12; '25.42333919;49.56144498';; 
286;محاسن ارامكو;mahasin aramco;12; '25.42760317;49.54880705';; 
287;وسط المدينة;down town;12; '25.40944741;49.59851085';; 
288;الرفعة الشمالية;ar rafah ash shamaliyah;12; '25.38021692;49.59785350';; 
289;الرفعة الجنوبية;ar rafah al janubiyah;12; '25.37450359;49.59378900';; 
290;الكوت النعاثل;al kawt an naathil;12; '25.38141645;49.58687646';; 
291;الصالحية;as salhiyah;12; '25.37871493;49.60392212';; 
293;الروضة;ar rawdah;12; '25.36929622;49.61510099';; 
294;مناطق زراعية;agricultura area;12; '25.61475219;49.76929764';; 
295;محمد العيسى;muhammed al isa;12; '25.36049743;49.62694056';; 
296;الجشة;al jishah;12; '25.39324070;49.76318226';; 
297;مدينة العيون;madinat al uyun;12; '25.63579021;49.57236902';; 
298;الطرف;at tarf;12; '25.36869448;49.73950184';; 
299;جواثا;jwatha;12; '25.46366749;49.69222673';; 
300;الشعبى;ash shuabi;12; '25.48267824;49.62538561';; 
301;النزهة;an nuzhah;12; '25.46135965;49.61239428';; 
302;مدينة العمران;madinat al umran;12; '25.42999150;49.73082192';; 
303;الخرس;al khars;12; '25.44835282;49.58295150';; 
304;الراشدية;ar rashidiyah;12; '25.45791574;49.59878231';; 
305;المطيرفي;al mutayrifi;12; '25.48336289;49.56112530';; 
306;مخطط علي الخرس واحمد الشهاب;ali al khars and ahmad ash shihab subdivision;12; '25.46144949;49.56969730';; 
307;مدينة المبرز;madinat al mubarraz;12; '25.42235323;49.60109397';; 
309;الشعبة;ash shuabah;12; '25.41631617;49.60264876';; 
310;الاندلس;al andalus;12; '25.41002941;49.61398584';; 
311;الفاضلية;al fadiliyah;12; '25.39473685;49.60897309';; 
313;البصيرة;al basirah;12; '25.37489543;49.61967391';; 
314;الشهابية;ash shihabiyah;12; '25.36452841;49.62491476';; 
315;الملك فهد;king fahd;12; '25.36492019;49.64394009';; 
316;عبداللطيف العيسى;abdul latif al isa;12; '25.35498510;49.63491097';; 
317;الجامعيين;al jamiyin;12; '25.32582049;49.60590439';; 
318;المزروع;al mazrua;12; '25.34886149;49.62111632';; 
319;جامعة الملك فيصل;king faisal university;12; '25.35290741;49.61473557';; 
320;النسيم;an nasim;12; '25.33678086;49.61544454';; 
321;الواحة;al wahah;12; '25.34024349;49.63864623';; 
322;الاسكان العام;al iskan al am;12; '25.33057506;49.59940616';; 
323;جنوب منسوبي التعليم;janub mansubi at talim;12; '25.31411771;49.61415719';; 
324;مناطق زراعية;agricultura area;12; '25.32588120;49.67699297';; 
326;الخالدية;al khalidiyah;12; '25.34475540;49.59707361';; 
327;الزهرة;az zahrah;12; '25.33184392;49.59291643';; 
328;العويمرية;al uwaimiriyah;12; '25.36450774;49.59376501';; 
329;مطار;airport;12; '25.30088525;49.49935461';; 
330;البندرية;al bandariyah;12; '25.34818625;49.58336497';; 
331;السلمانية الجنوبية;as salmaniyah al janubiyah;12; '25.36319320;49.56792874';; 
332;جنوب الهفوف;janub al hafuf;12; '25.32376142;49.58544135';; 
333;السلمانية الشمالية;as salmaniyah ash shamaliyah;12; '25.37575988;49.55589552';; 
334;الصيهد;as sayhad;12; '25.37263827;49.56230432';; 
335;المعلمين الغربية;al mualimin al gharbiyah;12; '25.37372397;49.56780704';; 
336;الرقيقة;ar ruqayqah;12; '25.36418650;49.58039670';; 
337;المحمدية;al muhammadiyah;12; '25.38103552;49.56556841';; 
338;المزروعية;al mazruaiyah;12; '25.37216284;49.58842428';; 
339;المعلمين الشرقية;al mualimin ash sharqiyah;12; '25.36821957;49.58822148';; 
341;النايفية;an nayfiyah;12; '25.34213549;49.56486149';; 
342;العزيزية;al aziziyah;12; '25.33599016;49.58059848';; 
343;المثلث;al muthalath;12; '25.35389839;49.60847459';; 
344;بو سحبل;bu sahbal;12; '25.47034841;49.62710120';; 
345;المنيزلة;al munayzilah;12; '25.38559630;49.67976631';; 
346;مدينة الجفر;madinat al jafr;12; '25.38645058;49.73166448';; 
347;خاخ;khakh;14; '24.37598501;39.55418136';; 
348;السكب;as sakb;14; '24.37416180;39.60606985';; 
349;الجصة;al jassah;14; '24.37623310;39.63113246';; 
350;رهط;raht;14; '24.38711817;39.66289270';; 
351;بني بياضة;bani bayadah;14; '24.39660138;39.59937795';; 
352;نبلاء;nubala;14; '24.39527414;39.68147446';; 
353;الشهباء;ash shahba;14; '24.41161676;39.56132845';; 
354;الرمانة;ar rumanah;14; '24.41123200;39.69659657';; 
355;ابو كبير;abu kabir;14; '24.41221227;39.55247952';; 
356;الغراء;al gharra;14; '24.41684314;39.68457524';; 
357;السد;as sad;14; '24.42346433;39.65836777';; 
358;الجابرة;al jabirah;14; '24.42336894;39.59388801';; 
359;الرانوناء;ar ranuna;14; '24.42576440;39.61955193';; 
360;الحديقة;al hadiqah;14; '24.42780333;39.62344933';; 
361;ابو بريقاء;abu burayqa;14; '24.42842803;39.57850596';; 
362;الروابي;ar rawabi;14; '24.42942478;39.67474071';; 
363;القصواء;al qaswa;14; '24.43614446;39.60672061';; 
364;العصبة;al usbah;14; '24.43947562;39.62121689';; 
365;الخاتم;al khatim;14; '24.44083625;39.63516501';; 
366;العزيزية;al aziziyah;14; '24.44135870;39.53214034';; 
367;العهن;al ihn;14; '24.44236613;39.65286753';; 
368;ذو الحليفة;dhu al hulayfah;14; '24.44675568;39.58312458';; 
369;مهزور;mahzur;14; '24.45089633;39.66871843';; 
370;الدويمة;ad duwaimah;14; '24.45175036;39.61677078';; 
371;مذينب;mudhainib;14; '24.45328745;39.68996536';; 
372;عين الخيف;ayn al khif;14; '24.45347961;39.69650884';; 
373;عروة;urwah;14; '24.45317324;39.60149426';; 
374;الظاهرة;az zahirah;14; '24.45687987;39.61016534';; 
375;الشريبات;ash shuraybat;14; '24.45756294;39.64653045';; 
376;ام خالد;umm khalid;14; '24.45837896;39.55932232';; 
377;الجمعة;al jumah;14; '24.46273504;39.62546714';; 
378;المغيسلة;al mughaisilah;14; '24.46319219;39.61150064';; 
379;قربان;qurban;14; '24.46388020;39.63329137';; 
380;الدفاع;ad difa;14; '24.46581450;39.54650657';; 
381;السكة الحديد;as sikkah al hadid;14; '24.46729928;39.50495318';; 
382;الوبرة;al wabra;14; '24.46670471;39.59108787';; 
383;الاصيفرين;al usayfirin;14; '24.46670171;39.59741828';; 
384;النقاء;an naqa;14; '24.46694035;39.60791433';; 
385;بني ظفر;bani zafar;14; '24.46939270;39.64193765';; 
386;الاسكان;al iskan;14; '24.47055609;39.65999919';; 
387;الخالدية;al khalidiyah;14; '24.47154570;39.66879568';; 
388;الجماوات;al jamawat;14; '24.47212033;39.57805107';; 
389;المناخة;al manakhah;14; '24.47335168;39.60776550';; 
390;بضاعة;badaah;14; '24.47359993;39.61462614';; 
391;حثم;hathm;14; '24.47440886;39.69828691';; 
392;الهدراء;al hadra;14; '24.47523534;39.70909671';; 
393;السيح;as sih;14; '24.47702086;39.60335746';; 
394;المصانع;al masani;14; '24.48535321;39.61645171';; 
395;القبلتين;al qiblatayn;14; '24.48875932;39.58483126';; 
396;السلام;as salam;14; '24.48957399;39.54986243';; 
398;المبعوث;al mabuth;14; '24.49607110;39.69846002';; 
399;الجامعة;al jamiah;14; '24.49958586;39.57802214';; 
400;بني حارثة;bani harithah;14; '24.49970229;39.64193755';; 
401;بئر عثمان;bir uthman;14; '24.50766241;39.59298133';; 
402;شظاة;shizat;14; '24.50774866;39.66679080';; 
403;طيبة;taibah;14; '24.51586969;39.55718608';; 
404;الدويخلة;ad duwaikhilah;14; '24.52090551;39.69258869';; 
405;القلعة;al qalah;14; '24.52308578;39.67009661';; 
406;الملك فهد;king fahd;14; '24.52858189;39.71024549';; 
408;البركة;al barakah;14; '24.54492551;39.58753524';; 
409;العيون;al uyun;14; '24.54672080;39.60219638';; 
410;الدار;ad dar;14; '24.54668236;39.65699930';; 
411;النخيل;an nakhil;14; '24.54885269;39.56571276';; 
412;الزهرة;az zahrah;14; '24.55379893;39.58254319';; 
413;الحفيا;al hafya;14; '24.56106131;39.54725334';; 
414;البلقاء;al balqa;14; '24.56460161;39.46616034';; 
415;كتانة;kittanah;14; '24.56756450;39.57200710';; 
416;الصادقية;as sadiqiyah;14; '24.57172221;39.59758555';; 
417;الغابة;al ghabah;14; '24.57413241;39.62341881';; 
418;النقس;an naqs;14; '24.57801702;39.66578930';; 
419;وعيرة;wairah;14; '24.57882996;39.68899247';; 
420;المطار;airport;14; '24.60220759;39.69214061';; 
421;العريض;al ariyd;14; '24.49297938;39.66225599';; 
422;العنابس;al anabis;14; '24.48027414;39.59331994';; 
423;الفتح;al fath;14; '24.48691341;39.60619039';; 
424;الراية;ar rayah;14; '24.49516490;39.60561169';; 
425;مسجد الدرع;masjid ad dar;14; '24.49759880;39.61765035';; 
426;السقيا;as suqya;14; '24.46684047;39.60394910';; 
427;قلعة مخيط;qalat makhit;14; '24.52670801;39.53596541';; 
430;الشافية;ash shafiyah;14; '24.55188452;39.66471133';; 
431;سيد الشهداء;sayed ash shuhada;14; '24.53560724;39.62657709';; 
432;جبل احد;jabal uhud;14; '24.54735797;39.65445749';; 
433;بني خدرة;bani khidrah;14; '24.46514184;39.61844089';; 
434;بني عبدالاشهل;bani abdul ashhal;14; '24.48524413;39.62936727';; 
435;بني معاوية;bani muawiyah;14; '24.48020388;39.63537337';; 
436;الحرم;al haram;14; '24.47320515;39.62081335';; 
437;ورقان;warqan;14; '24.40460196;39.53784354';; 
438;شوران;shuran;14; '24.41185778;39.64382110';; 
439;المنطقة الصناعية;industrial area;14; '24.39429689;39.51141983';; 
440;التشليح;at tashlih;11; '26.31065928;44.08797326';; 
441;الورش الجنوبية;al wurash al janubiyah;11; '26.28442419;44.04121142';; 
442;الحويقية;al huwayqiyah;11; '26.28150561;44.04100359';; 
443;الحصاة;al hasat;11; '26.26118819;44.07954568';; 
445;الجامعيين;al jamiyin;11; '26.42581604;43.98138854';; 
447;الاسكان;al iskan;11; '26.40147635;43.95753104';; 
448;البشر;al bishr;11; '26.39276939;43.93279498';; 
449;الحمر;al hamr;11; '26.34642685;43.91209195';; 
451;العليا;al ulaya;11; '26.36412790;43.89843917';; 
452;الجردة;al jardah;11; '26.33131725;43.97959570';; 
453;الموطا;al mawta;11; '26.32364559;43.97768261';; 
454;البصر;al basr;11; '26.30360996;43.88162470';; 
455;العجيبة;al ujaybah;11; '26.32922422;43.97243110';; 
456;العريمضي;al uraymdi;11; '26.31642233;43.94552460';; 
457;مشعل;mishal;11; '26.36960183;43.94567769';; 
458;الزرقاء;az zarqa;11; '26.34708077;43.94452557';; 
459;جرية العمران وخب الثنيان;jaryat al umran and wakhub ath thinayan;11; '26.34733344;43.92512698';; 
460;المظلل;al mizallal;11; '26.30146076;44.02674078';; 
461;وهطان;wahtan;11; '26.32048595;44.00287240';; 
462;الملك;al malik;11; '26.34006667;44.00551312';; 
463;الفاخرية;al fakhriyah;11; '26.32860862;44.00264552';; 
464;النسيم;an nasim;11; '26.33013531;44.01096795';; 
465;الضاحي;ad dahi;11; '26.32383909;44.06376663';; 
466;الروابي;ar rawabi;11; '26.30842577;44.04754185';; 
467;التوفيق;at tawfiq;11; '26.32329705;44.01148332';; 
468;خضيراء;khudayra;11; '26.31820126;44.01309143';; 
469;الشفاء;ash shifa;11; '26.30867446;44.02528549';; 
470;خب القبر;khub al qabr;11; '26.32949435;44.02719082';; 
472;الرفيعة;ar rafiah;11; '26.34408655;43.99844440';; 
473;الخالدية;al khalidiyah;11; '26.33752371;43.98544525';; 
474;عين الذيب;ayn adh dhib;11; '26.38307126;44.00206072';; 
475;ضراس;diras;11; '26.33361969;43.89863296';; 
476;الدعيسة;ad duaysah;11; '26.32165645;43.90822410';; 
477;الصقرات;as saqarat;11; '26.33381344;43.91664101';; 
478;سلطانة;sultanah;11; '26.38732286;43.92543109';; 
479;مخطط الرواف;al rawaf subdivision;11; '26.41820542;43.93892580';; 
481;الوسيطى;al wusayta;11; '26.37131102;44.05865309';; 
482;خب الكيفة;khub al kifah;11; '26.30707430;43.93368609';; 
483;خب روضان;khub rudan;11; '26.30604547;43.92019078';; 
485;النقع الشرقية;an naqa ash sharqiyah;11; '26.38307126;44.01446213';; 
486;النقع الغربية;an naqa al gharbiyah;11; '26.35437687;44.01097401';; 
487;القاع البارد;al qaa al barid;11; '26.36964149;44.04110307';; 
488;خب العكرش;khub al akrash;11; '26.35983986;44.01893808';; 
490;النازية;an naziyah;11; '26.35884414;43.97890521';; 
491;الصفراء;as safraa;11; '26.37575373;43.96935447';; 
492;المنتزه;al muntazah;11; '26.36729034;43.95847273';; 
493;المطار القديم;old airport;11; '26.35178628;43.99432547';; 
494;الشماس;ash shammas;11; '26.33860733;43.96835984';; 
496;التغيرة;al taghirah;11; '26.33848810;43.97456724';; 
497;الربوة;ar rabwah;11; '26.37066454;43.98217921';; 
498;الفايزية;al fayziyah;11; '26.38253028;43.98536676';; 
499;الامن;al amn;11; '26.38186454;43.96108732';; 
500;الاخضر;al akhdar;11; '26.39370150;43.98544217';; 
501;النصار;an nassar;11; '26.34008370;43.91534244';; 
502;ابن صبيح;ibn subayh;11; '26.32611436;43.99549796';; 
503;السادة;as sadah;11; '26.33011320;43.99117541';; 
505;خب الجطيبي;khub al jutaybi;11; '26.30514208;43.97984160';; 
506;الصباخ;as sabbakh;11; '26.31547839;43.98993981';; 
507;الخليج;al khalij;11; '26.31146833;43.97532446';; 
508;الهلال;al hilal;11; '26.32554556;43.96829456';; 
509;الخبيبية;al khubaybiyah;11; '26.33991509;43.95150165';; 
510;المريديسية;al muraydisiyah;11; '26.33592512;43.95721826';; 
511;الصبيحية;as subayhiyah;11; '26.34353911;43.95525091';; 
512;القويع;al quwai;11; '26.33700772;43.96239734';; 
513;واسط;wasit;11; '26.31750005;43.96186869';; 
514;خب البريدي;khub al buraydi;11; '26.31708520;43.94670031';; 
515;حويلان;huwaylan;11; '26.29751800;43.95398702';; 
516;القصيعة;al qusayah;11; '26.27774282;43.98377007';; 
517;اللسيب;al lasib;11; '26.28556938;43.95515260';; 
518;البريكة;al buraykah;11; '26.31331063;43.97130939';; 
519;الحقل الاخضر;al haql al akhdar;11; '26.24911077;43.95603782';; 
520;رواق;rawaq;11; '26.28145796;44.01015183';; 
521;السالمية;as salimiyah;11; '26.29610227;44.00674092';; 
522;خب العوشر;khub al ushar;11; '26.28336245;44.01588993';; 
523;المنتزه الجنوبي;al muntazah al janubi;11; '26.26570091;44.03408083';; 
524;الخضر والوجيعان;al khadar and al wujayan;11; '26.27911065;44.00309431';; 
526;خب القصبا;khub al qasba;11; '26.28709435;43.98807892';; 
527;الناصرية;an nasriyah;11; '26.29425713;43.99418936';; 
528;الغماس;al ghamas;11; '26.24143210;43.94349258';; 
529;التعاون;at taawn;483; '24.14555307;38.00420756';; 
530;البهجة; al bahjah;483; '24.13397769;38.01221252';; 
531;السلام;as salam;483; '24.15093969;38.01166442';; 
532;الفلاح;al falah;483; '24.13948432;38.01851867';; 
533;الجابرية;al jabriyah;483; '24.11910551;38.09879548';; 
534;الجابرية;al jabriyah;483; '24.02345546;38.21181648';; 
535;النزهة;an nuzhah;483; '24.16404292;37.96678131';; 
536;الشاطئ;ash shati;483; '24.12913046;38.05525298';; 
537;مخطط الصهبان;as sahban subdivision;3417; '17.60093731;44.35298107';; 
538;مطار نجران الاقليمي;najran regional airport;3417; '17.62526576;44.43805183';; 
540;مخطط نهوفة السكني;nahufah residential subdivision;3417; '17.43226634;44.12817772';; 
541;الحضن;al hadn;3417; '17.47772743;44.12959828';; 
542;ابا لسعود;aba lasaud;3417; '17.50764506;44.15887239';; 
543;دحضة;dahdah;3417; '17.52633506;44.18833822';; 
